 Product ID , Description , Packaging , Work Center , Option , Length , ID , Task , Time (min) ,Sum of Time (min),Column Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,13,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,14,middle pad (1),1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,15,put end carton,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,16,bring to palet,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Packaging,packstandsil,4,17,shrinking machine*,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Packaging,packstandsil,8,17,shrinking machine*,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Packaging,packstandsil,12,17,shrinking machine*,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,2,sub: cut foam for pad*,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,2,sub: cut foam for pad*,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,2,sub: cut foam for pad*,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,3,bring product to station,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,4,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,5,clean ,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,6,Apply sillicone both sides on 1st end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,7,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,8,manipulations,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,13,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,14,middle pad (1),0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,15,put end carton,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,16,bring to palet,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,3,bring product to station,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,4,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,5,clean ,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,6,Apply sillicone both sides on 1st end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,7,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,8,manipulations,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,13,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,14,middle pad (1),0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,15,put end carton,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,16,bring to palet,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,3,bring product to station,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,4,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,5,clean ,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,6,Apply sillicone both sides on 1st end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,7,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,8,manipulations,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,13,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,14,middle pad (1),1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,15,put end carton,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,16,bring to palet,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Packaging,packstandsil,4,17,shrinking machine*,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Packaging,packstandsil,8,17,shrinking machine*,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Packaging,packstandsil,12,17,shrinking machine*,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,2,sub: cut foam for pad*,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,2,sub: cut foam for pad*,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,2,sub: cut foam for pad*,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,4,3,bring product to station,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,4,4,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,4,5,clean ,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,4,6,Apply sillicone both sides on 1st end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,4,7,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,4,8,manipulations,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,4,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,4,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,4,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,4,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,4,13,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,4,14,middle pad (1),0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,4,15,put end carton,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,4,16,bring to palet,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,8,3,bring product to station,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,8,4,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,8,5,clean ,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,8,6,Apply sillicone both sides on 1st end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,8,7,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,8,8,manipulations,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,8,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,8,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,8,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,8,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,8,13,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,8,14,middle pad (1),0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,8,15,put end carton,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,8,16,bring to palet,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,12,3,bring product to station,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,12,4,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,12,5,clean ,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,12,6,Apply sillicone both sides on 1st end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,12,7,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,12,8,manipulations,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,12,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,12,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,12,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,12,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,12,13,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,12,14,middle pad (1),1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,12,15,put end carton,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,12,16,bring to palet,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Packaging,packstandsil,4,17,shrinking machine*,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Packaging,packstandsil,8,17,shrinking machine*,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Packaging,packstandsil,12,17,shrinking machine*,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,4,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,4,2,sub: cut foam for pad*,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,8,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,8,2,sub: cut foam for pad*,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,12,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBW,-,Standard Packaging (Silicone),Assembly,packstandsil,12,2,sub: cut foam for pad*,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,3,bring product to station,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,4,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,5,clean ,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,6,Apply sillicone both sides on 1st end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,7,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,8,manipulations,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,13,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,14,middle pad (1),0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,15,put end carton,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,16,bring to palet,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,3,bring product to station,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,4,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,5,clean ,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,6,Apply sillicone both sides on 1st end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,7,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,8,manipulations,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,13,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,14,middle pad (1),0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,15,put end carton,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,16,bring to palet,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,3,bring product to station,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,4,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,5,clean ,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,6,Apply sillicone both sides on 1st end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,7,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,8,manipulations,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,13,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,14,middle pad (1),1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,15,put end carton,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,16,bring to palet,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Packaging,packstandsil,4,17,shrinking machine*,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Packaging,packstandsil,8,17,shrinking machine*,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Packaging,packstandsil,12,17,shrinking machine*,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,2,sub: cut foam for pad*,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,2,sub: cut foam for pad*,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,2,sub: cut foam for pad*,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWDILED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,3,bring product to station,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWDILED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,4,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWDILED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,5,clean ,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWDILED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,6,Apply sillicone both sides on 1st end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWDILED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,7,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWDILED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,8,manipulations,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWDILED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWDILED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWDILED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWDILED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
