 Product ID , Description , Packaging , Work Center , Option , Length , ID , Task , Time (min) ,Sum of Time (min),Column Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,13,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,14,middle pad (1),0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,15,put end carton,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,16,bring to palet,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,3,bring product to station,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,4,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,5,clean ,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,6,Apply sillicone both sides on 1st end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,7,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,8,manipulations,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,13,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,14,middle pad (1),1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,15,put end carton,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,16,bring to palet,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Packaging,packstandsil,4,17,shrinking machine*,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Packaging,packstandsil,8,17,shrinking machine*,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Packaging,packstandsil,12,17,shrinking machine*,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,2,sub: cut foam for pad*,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,2,sub: cut foam for pad*,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,2,sub: cut foam for pad*,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,3,bring product to station,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,4,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,5,clean ,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,6,Apply sillicone both sides on 1st end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,7,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,8,manipulations,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,13,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,14,middle pad (1),0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,15,put end carton,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,16,bring to palet,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,3,bring product to station,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,4,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,5,clean ,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,6,Apply sillicone both sides on 1st end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,7,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,8,manipulations,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,13,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,14,middle pad (1),0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,15,put end carton,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,16,bring to palet,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,3,bring product to station,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,4,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,5,clean ,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,6,Apply sillicone both sides on 1st end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,7,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,8,manipulations,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,13,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,14,middle pad (1),1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,15,put end carton,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,16,bring to palet,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Packaging,packstandsil,4,17,shrinking machine*,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Packaging,packstandsil,8,17,shrinking machine*,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Packaging,packstandsil,12,17,shrinking machine*,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,2,sub: cut foam for pad*,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,2,sub: cut foam for pad*,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,2,sub: cut foam for pad*,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,3,bring product to station,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,4,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,5,clean ,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,6,Apply sillicone both sides on 1st end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,7,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,8,manipulations,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,13,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,14,middle pad (1),0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,15,put end carton,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,16,bring to palet,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,3,bring product to station,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,4,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,5,clean ,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,6,Apply sillicone both sides on 1st end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,7,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,8,manipulations,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,13,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,14,middle pad (1),0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,15,put end carton,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,16,bring to palet,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,3,bring product to station,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,4,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,5,clean ,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,6,Apply sillicone both sides on 1st end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,7,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,8,manipulations,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,13,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,14,middle pad (1),1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,15,put end carton,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,16,bring to palet,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Packaging,packstandsil,4,17,shrinking machine*,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Packaging,packstandsil,8,17,shrinking machine*,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Packaging,packstandsil,12,17,shrinking machine*,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,4,2,sub: cut foam for pad*,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,8,2,sub: cut foam for pad*,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWD,-,Standard Packaging (Silicone),Assembly,packstandsil,12,2,sub: cut foam for pad*,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,3,bring product to station,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,4,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,5,clean ,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,6,Apply sillicone both sides on 1st end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,7,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,8,manipulations,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,13,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,14,middle pad (1),0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,15,put end carton,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,16,bring to palet,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,3,bring product to station,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,4,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,5,clean ,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,6,Apply sillicone both sides on 1st end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,7,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,8,manipulations,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,13,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,14,middle pad (1),0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,15,put end carton,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,16,bring to palet,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,12,3,bring product to station,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,12,4,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,12,5,clean ,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,12,6,Apply sillicone both sides on 1st end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,12,7,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,12,8,manipulations,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,12,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,12,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,12,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,12,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,12,13,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,12,14,middle pad (1),1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMWDLED,-,Standard Packaging (Silicone),Assembly,packstandsil,12,15,put end carton,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
