 Product ID , Option , Section Type , Work Center , Task , Qty , Time (min) , Total Time (min) ,, Sum of Total Time (min) , Column Labels ,,,,,
STD,ahunger8,SRM,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STFC,ahunger8,SRM,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STFD,ahunger8,SRM,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STFI,ahunger8,SRM,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STI,ahunger8,SRM,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STIA,ahunger8,SRM,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STM,ahunger8,SRM,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STO20,ahunger8,SRM,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STO21,ahunger8,SRM,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STO22,ahunger8,SRM,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STO23,ahunger8,SRM,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STO24,ahunger8,SRM,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPC50,ahunger8,SRM,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPC52,ahunger8,SRM,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPC53,ahunger8,SRM,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPO40,ahunger8,SRM,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPO41,ahunger8,SRM,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPO42,ahunger8,SRM,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPO43,ahunger8,SRM,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPO44,ahunger8,SRM,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPO50,ahunger8,SRM,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPO51,ahunger8,SRM,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STC30,ahunger8,SRE,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STC31,ahunger8,SRE,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STC32,ahunger8,SRE,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STCO,ahunger8,SRE,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STD,ahunger8,SRE,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STFC,ahunger8,SRE,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STFD,ahunger8,SRE,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STFI,ahunger8,SRE,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STI,ahunger8,SRE,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STIA,ahunger8,SRE,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STM,ahunger8,SRE,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STO20,ahunger8,SRE,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STO21,ahunger8,SRE,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STO22,ahunger8,SRE,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STO23,ahunger8,SRE,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STO24,ahunger8,SRE,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPC50,ahunger8,SRE,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPC52,ahunger8,SRE,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPC53,ahunger8,SRE,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPO40,ahunger8,SRE,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPO41,ahunger8,SRE,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPO42,ahunger8,SRE,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPO43,ahunger8,SRE,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPO44,ahunger8,SRE,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPO50,ahunger8,SRE,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPO51,ahunger8,SRE,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STC30,ahunger8,SRE,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STC31,ahunger8,SRE,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STC32,ahunger8,SRE,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STCO,ahunger8,SRE,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STD,ahunger8,SRE,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STFC,ahunger8,SRE,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STFD,ahunger8,SRE,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STFI,ahunger8,SRE,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STI,ahunger8,SRE,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STIA,ahunger8,SRE,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STM,ahunger8,SRE,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STO20,ahunger8,SRE,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STO21,ahunger8,SRE,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STO22,ahunger8,SRE,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STO23,ahunger8,SRE,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STO24,ahunger8,SRE,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPC50,ahunger8,SRE,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPC52,ahunger8,SRE,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPC53,ahunger8,SRE,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPO40,ahunger8,SRE,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPO41,ahunger8,SRE,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPO42,ahunger8,SRE,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPO43,ahunger8,SRE,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPO44,ahunger8,SRE,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPO50,ahunger8,SRE,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPO51,ahunger8,SRE,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
CLKLED,ahanger10,Complete Section,Assembly,screwed safety cable on housing,1,0.4,0.4,,,,,,,,
CLKLED,ahanger10,SR1,Assembly,screwed safety cable on housing,1,0.4,0.4,,,,,,,,
CLKLED,ahanger10,SRM,Assembly,screwed safety cable on housing,1,0.4,0.4,,,,,,,,
CLKLED,ahanger10,SRE,Assembly,screwed safety cable on housing,1,0.4,0.4,,,,,,,,
