 Product ID , Option , Section Type , Work Center , Task , Qty , Time (min) , Total Time (min) ,, Sum of Total Time (min) , Column Labels ,,,,,
TWRLED,ahunger4,SRM,Assembly,Slide hanger in extrusion(XO),1,0.65,0.65,, SRM ,0.00,0.50,0.50,,,
WB,ahunger1,Complete Section,Assembly,Clip sub-assy hanger,2,0.62,1.24,, Complete Section ,0.00,1.00,1.00,,,
WB,ahunger1,SR1,Assembly,Clip sub-assy hanger,2,0.62,1.24,, PRLED ,0.00,3.00,3.00,,,
WB,ahunger1,SRE,Assembly,Clip sub-assy hanger,1,0.62,0.62,, SR1 ,0.00,1.00,1.00,,,
WB,ahunger1,SRM,Assembly,Clip sub-assy hanger,1,0.62,0.62,, SRE ,0.00,0.50,0.50,,,
WB,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,0.00,0.50,0.50,,,
WB,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,0.00,1.00,1.00,,,
WB,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, PW ,0.00,3.00,3.00,,,
WB,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,0.00,1.00,1.00,,,
WBDI,ahunger1,Complete Section,Assembly,Clip sub-assy hanger,2,0.62,1.24,, SRE ,0.00,0.50,0.50,,,
WBDI,ahunger1,SR1,Assembly,Clip sub-assy hanger,2,0.62,1.24,, SRM ,0.00,0.50,0.50,,,
WBDI,ahunger1,SRE,Assembly,Clip sub-assy hanger,1,0.62,0.62,, Complete Section ,0.00,1.00,1.00,,,
WBDI,ahunger1,SRM,Assembly,Clip sub-assy hanger,1,0.62,0.62,, PWLED ,0.00,3.00,3.00,,,
WBDI,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,0.00,1.00,1.00,,,
WBDI,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,0.00,0.50,0.50,,,
WBDI,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,0.00,0.50,0.50,,,
WBDI,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,0.00,1.00,1.00,,,
101C,ahunger4,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, RAY3P ,0.00,3.00,3.00,,,
101C,ahunger4,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,0.00,1.00,1.00,,,
101C,ahunger4,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,0.00,0.50,0.50,,,
101C,ahunger4,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,0.00,0.50,0.50,,,
101CA,ahunger4,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,0.00,1.00,1.00,,,
101CA,ahunger4,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, RAY4P ,0.00,3.00,3.00,,,
101CA,ahunger4,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,0.00,1.00,1.00,,,
101CA,ahunger4,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,0.00,0.50,0.50,,,
101F,ahunger4,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,0.00,0.50,0.50,,,
101F,ahunger4,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,0.00,1.00,1.00,,,
101F,ahunger4,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, RAY6P ,0.00,3.00,3.00,,,
101F,ahunger4,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,0.00,1.00,1.00,,,
101FA,ahunger4,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,0.00,0.50,0.50,,,
101FA,ahunger4,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,0.00,0.50,0.50,,,
101FA,ahunger4,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,0.00,1.00,1.00,,,
101FA,ahunger4,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, RAY8P ,0.00,3.00,3.00,,,
202C,ahunger4,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,0.00,1.00,1.00,,,
202C,ahunger4,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,0.00,0.50,0.50,,,
202C,ahunger4,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,0.00,0.50,0.50,,,
202C,ahunger4,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,0.00,1.00,1.00,,,
202CA,ahunger4,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SCAC ,3.00,,3.00,,,
202CA,ahunger4,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,1.00,,1.00,,,
202CA,ahunger4,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,0.50,,0.50,,,
202CA,ahunger4,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,0.50,,0.50,,,
202F,ahunger4,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,1.00,,1.00,,,
202F,ahunger4,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SCD ,4.86,,4.86,,,
202F,ahunger4,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,1.62,,1.62,,,
202F,ahunger4,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,0.81,,0.81,,,
202FA,ahunger4,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,0.81,,0.81,,,
202FA,ahunger4,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,1.62,,1.62,,,
202FA,ahunger4,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SCDI ,4.86,,4.86,,,
202FA,ahunger4,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,1.62,,1.62,,,
AR,ahunger0,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,0.81,,0.81,,,
AR,ahunger0,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,0.81,,0.81,,,
AR,ahunger0,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,1.62,,1.62,,,
AR,ahunger0,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SCDIPAT ,3.00,,3.00,,,
ARC,ahunger4,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,1.00,,1.00,,,
ARC,ahunger4,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,0.50,,0.50,,,
ARC,ahunger4,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,0.50,,0.50,,,
ARC,ahunger4,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,1.00,,1.00,,,
ARCA,ahunger4,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SCDLAC ,3.00,,3.00,,,
ARCA,ahunger4,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,1.00,,1.00,,,
ARCA,ahunger4,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,0.50,,0.50,,,
ARCA,ahunger4,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,0.50,,0.50,,,
ARLED,ahunger0,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,1.00,,1.00,,,
ARLED,ahunger0,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SCDPAT ,3.00,,3.00,,,
ARLED,ahunger0,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,1.00,,1.00,,,
ARLED,ahunger0,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,0.50,,0.50,,,
B6,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,0.50,,0.50,,,
B6,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,1.00,,1.00,,,
B6,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SCI ,3.00,,3.00,,,
B6,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,1.00,,1.00,,,
B6D,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,0.50,,0.50,,,
B6D,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,0.50,,0.50,,,
B6D,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,1.00,,1.00,,,
B6D,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SCILAC ,3.00,,3.00,,,
B6DLED,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,1.00,,1.00,,,
B6DLED,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,0.50,,0.50,,,
B6DLED,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,0.50,,0.50,,,
B6DLED,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,1.00,,1.00,,,
B6DLEDPAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SCIPAT ,3.00,,3.00,,,
B6DLEDPAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,1.00,,1.00,,,
B6DLEDPAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,0.50,,0.50,,,
B6DLEDPAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,0.50,,0.50,,,
B6DPAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,1.00,,1.00,,,
B6DPAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SKPE ,1.26,,1.26,,,
B6DPAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Other Shape Pattern ,0.42,,0.42,,,
B6DPAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Circle Pattern ,0.42,,0.42,,,
B6I,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Rectangle Pattern ,0.42,,0.42,,,
B6I,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SL ,2.52,3.00,5.52,,,
B6I,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,0.84,1.00,1.84,,,
B6I,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,0.42,0.50,0.92,,,
B6ILED,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,0.42,0.50,0.92,,,
B6ILED,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,0.84,1.00,1.84,,,
B6ILED,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SL2HLED ,2.52,3.00,5.52,,,
B6ILED,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,0.84,1.00,1.84,,,
B6ILEDPAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,0.42,0.50,0.92,,,
B6ILEDPAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,0.42,0.50,0.92,,,
B6ILEDPAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,0.84,1.00,1.84,,,
B6ILEDPAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SL2LLED ,2.52,3.00,5.52,,,
B6IPAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,0.84,1.00,1.84,,,
B6IPAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,0.42,0.50,0.92,,,
B6IPAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,0.42,0.50,0.92,,,
B6IPAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,0.84,1.00,1.84,,,
B6LEDPAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SLLED ,2.52,3.00,5.52,,,
B6LEDPAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,0.84,1.00,1.84,,,
B6LEDPAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,0.42,0.50,0.92,,,
B6LEDPAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,0.42,0.50,0.92,,,
B6PAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,0.84,1.00,1.84,,,
B6PAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SOL ,,7.86,7.86,,,
B6PAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,,2.62,2.62,,,
B6PAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,,1.31,1.31,,,
BAS,ahunger4,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,,1.31,1.31,,,
BAS,ahunger4,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,,2.62,2.62,,,
BAS,ahunger4,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, STC30 ,4.00,,4.00,,,
BAS,ahunger4,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,1.00,,1.00,,,
BASA,ahunger4,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,1.00,,1.00,,,
BASA,ahunger4,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,1.00,,1.00,,,
BASA,ahunger4,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,1.00,,1.00,,,
BASA,ahunger4,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, STC31 ,4.00,,4.00,,,
BB,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,1.00,,1.00,,,
BB,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,1.00,,1.00,,,
BB,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,1.00,,1.00,,,
BB,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,1.00,,1.00,,,
BBD,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, STC32 ,4.00,,4.00,,,
BBD,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,1.00,,1.00,,,
BBD,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,1.00,,1.00,,,
BBD,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,1.00,,1.00,,,
BBDILED,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,1.00,,1.00,,,
BBDILED,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, STCO ,4.00,,4.00,,,
BBDILED,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,1.00,,1.00,,,
BBDILED,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,1.00,,1.00,,,
BBDILEDPAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,1.00,,1.00,,,
BBDILEDPAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,1.00,,1.00,,,
BBDILEDPAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, STD ,4.00,,4.00,,,
BBDILEDPAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,1.00,,1.00,,,
BBDLED,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,1.00,,1.00,,,
BBDLED,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,1.00,,1.00,,,
BBDLED,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,1.00,,1.00,,,
BBDLED,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, STFC ,4.00,,4.00,,,
BBDLEDPAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,1.00,,1.00,,,
BBDLEDPAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,1.00,,1.00,,,
BBDLEDPAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,1.00,,1.00,,,
BBDLEDPAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,1.00,,1.00,,,
BBDPAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, STFD ,4.00,,4.00,,,
BBDPAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,1.00,,1.00,,,
BBDPAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,1.00,,1.00,,,
BBDPAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,1.00,,1.00,,,
BBI,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,1.00,,1.00,,,
BBI,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, STFI ,4.00,,4.00,,,
BBI,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,1.00,,1.00,,,
BBI,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,1.00,,1.00,,,
BBILED,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,1.00,,1.00,,,
BBILED,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,1.00,,1.00,,,
BBILED,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, STI ,4.00,,4.00,,,
BBILED,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,1.00,,1.00,,,
BBILED2,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,1.00,,1.00,,,
BBILED2,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,1.00,,1.00,,,
BBILED2,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,1.00,,1.00,,,
BBILED2,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, STIA ,4.00,,4.00,,,
BBILEDPAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,1.00,,1.00,,,
BBILEDPAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,1.00,,1.00,,,
BBILEDPAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,1.00,,1.00,,,
BBILEDPAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,1.00,,1.00,,,
BBIPAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, STM ,4.00,,4.00,,,
BBIPAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,1.00,,1.00,,,
BBIPAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,1.00,,1.00,,,
BBIPAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,1.00,,1.00,,,
BBLED2,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,1.00,,1.00,,,
BBLED2,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, STO20 ,4.00,,4.00,,,
BBLED2,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,1.00,,1.00,,,
BBLED2,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,1.00,,1.00,,,
BBLEDPAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,1.00,,1.00,,,
BBLEDPAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,1.00,,1.00,,,
BBLEDPAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, STO21 ,4.00,,4.00,,,
BBLEDPAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,1.00,,1.00,,,
BBPAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,1.00,,1.00,,,
BBPAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,1.00,,1.00,,,
BBPAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,1.00,,1.00,,,
BBPAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, STO22 ,4.00,,4.00,,,
BD,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,1.00,,1.00,,,
BD,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,1.00,,1.00,,,
BD,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,1.00,,1.00,,,
BD,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,1.00,,1.00,,,
BDI,ahunger7,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, STO23 ,4.00,,4.00,,,
BDI,ahunger7,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,1.00,,1.00,,,
BDI,ahunger7,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,1.00,,1.00,,,
BDI,ahunger7,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,1.00,,1.00,,,
BDLED,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,1.00,,1.00,,,
BDLED,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, STO24 ,4.00,,4.00,,,
BDLED,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,1.00,,1.00,,,
BDLED,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,1.00,,1.00,,,
BDLEDPAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,1.00,,1.00,,,
BDLEDPAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,1.00,,1.00,,,
BDLEDPAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, STPC50 ,4.00,,4.00,,,
BDLEDPAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,1.00,,1.00,,,
BDPAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,1.00,,1.00,,,
BDPAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,1.00,,1.00,,,
BDPAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,1.00,,1.00,,,
BDPAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, STPC52 ,4.00,,4.00,,,
BI,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,1.00,,1.00,,,
BI,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,1.00,,1.00,,,
BI,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,1.00,,1.00,,,
BI,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,1.00,,1.00,,,
BILED,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, STPC53 ,4.00,,4.00,,,
BILED,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,1.00,,1.00,,,
BILED,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,1.00,,1.00,,,
BILED,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,1.00,,1.00,,,
BILEDPAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,1.00,,1.00,,,
BILEDPAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, STPO40 ,4.00,,4.00,,,
BILEDPAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,1.00,,1.00,,,
BILEDPAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,1.00,,1.00,,,
BIPAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,1.00,,1.00,,,
BIPAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,1.00,,1.00,,,
BIPAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, STPO41 ,4.00,,4.00,,,
BIPAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,1.00,,1.00,,,
BLEDPAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,1.00,,1.00,,,
BLEDPAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,1.00,,1.00,,,
