Cartridge/Board,Description,Work Center,Type,ID,Task,Qty,Unit Time,Total Time,,,,,,,
cartridge,direct,Subassembly LED,C1-5,3,Screw board on cartridge 1ft,1,0.125777778,0.125777778,,,C3-1,,3.783694444,,3.783694444
cartridge,direct,Subassembly LED,C1-5,4,Screw board on cartridge 2'',5,0.062888889,0.314444444,,,C3-10,,7.080138889,,7.080138889
cartridge,direct,Subassembly LED,C1-5,5,Cut reflector,1,0.555,0.555,,,C3-11,,8.002277778,,8.002277778
cartridge,direct,Subassembly LED,C1-5,6,Plug 2 boards,5,0.13925,0.69625,,,C3-12,,8.369416667,,8.369416667
cartridge,direct,Subassembly LED,C1-5,7,Total of screw,7,0.1,0.7,,,C3-2,,4.705833333,,4.705833333
cartridge,direct,Subassembly LED,C1-5,8,Apply 2 type labels,1,0.2,0.2,,,C3-3,,5.627972222,,5.627972222
cartridge,direct,Subassembly LED,C1-5,9,Handling,1,0.28,0.28,,,C3-4,,6.550111111,,6.550111111
cartridge,direct,Subassembly LED,C1-6,1,Test,3,0.62,1.86,,,C3-5,,7.47225,,7.47225
cartridge,direct,Subassembly LED,C1-6,2,Screw board on cartridge 2ft,0,0.188666667,0,,,C3-6,,7.839388889,,7.839388889
cartridge,direct,Subassembly LED,C1-6,3,Screw board on cartridge 1ft,2,0.125777778,0.251555556,,,C3-7,,4.313722222,,4.313722222
cartridge,direct,Subassembly LED,C1-6,4,Screw board on cartridge 2'',1,0.062888889,0.062888889,,,C3-8,,5.235861111,,5.235861111
cartridge,direct,Subassembly LED,C1-6,5,Cut reflector,2,0.555,1.11,,,C3-9,,6.158,,6.158
cartridge,direct,Subassembly LED,C1-6,6,Plug 2 boards,2,0.13925,0.2785,,,C4-1,,1.980777778,,1.980777778
cartridge,direct,Subassembly LED,C1-6,7,Total of screw,5,0.1,0.5,,,C4-2,,3.065805556,,3.065805556
cartridge,direct,Subassembly LED,C1-6,8,Apply 2 type labels,1,0.2,0.2,,,C4-3,,3.595833333,,3.595833333
cartridge,direct,Subassembly LED,C1-6,9,Handling,1,0.28,0.28,,,C5-1,,2.143666667,,2.143666667
cartridge,direct,Subassembly LED,C1-7,1,Test,4,0.62,2.48,,,C5-2,,2.836583333,,2.836583333
cartridge,direct,Subassembly LED,C1-7,2,Screw board on cartridge 2ft,0,0.188666667,0,,,C6-1,,2.143666667,,2.143666667
cartridge,direct,Subassembly LED,C1-7,3,Screw board on cartridge 1ft,2,0.125777778,0.251555556,,,C6-2,,2.836583333,,2.836583333
cartridge,direct,Subassembly LED,C1-7,4,Screw board on cartridge 2'',2,0.062888889,0.125777778,,,C7-1,,2.673694444,,2.673694444
cartridge,direct,Subassembly LED,C1-7,5,Cut reflector,2,0.555,1.11,,,C7-2,,3.758722222,,3.758722222
cartridge,direct,Subassembly LED,C1-7,6,Plug 2 boards,3,0.13925,0.41775,,,direct/indirect,,,,
cartridge,direct,Subassembly LED,C1-7,7,Total of screw,6,0.1,0.6,,,C1-1,,6.915833333,,6.915833333
cartridge,direct,Subassembly LED,C1-7,8,Apply 2 type labels,1,0.2,0.2,,,C1-10,,15.353,,15.353
cartridge,direct,Subassembly LED,C1-7,9,Handling,1,0.28,0.28,,,C1-11,,11.25594444,,11.25594444
cartridge,direct,Subassembly LED,C1-8,1,Test,5,0.62,3.1,,,C1-12,,13.10022222,,13.10022222
cartridge,direct,Subassembly LED,C1-8,2,Screw board on cartridge 2ft,0,0.188666667,0,,,C1-13,,14.9445,,14.9445
cartridge,direct,Subassembly LED,C1-8,3,Screw board on cartridge 1ft,2,0.125777778,0.251555556,,,C1-14,,16.78877778,,16.78877778
cartridge,direct,Subassembly LED,C1-8,4,Screw board on cartridge 2'',3,0.062888889,0.188666667,,,C1-15,,17.52305556,,17.52305556
cartridge,direct,Subassembly LED,C1-8,5,Cut reflector,2,0.555,1.11,,,C1-16,,10.47172222,,10.47172222
cartridge,direct,Subassembly LED,C1-8,6,Plug 2 boards,4,0.13925,0.557,,,C1-17,,12.316,,12.316
cartridge,direct,Subassembly LED,C1-8,7,Total of screw,7,0.1,0.7,,,C1-18,,14.16027778,,14.16027778
cartridge,direct,Subassembly LED,C1-8,8,Apply 2 type labels,1,0.2,0.2,,,C1-19,,16.00455556,,16.00455556
cartridge,direct,Subassembly LED,C1-8,9,Handling,1,0.28,0.28,,,C1-2,,8.760111111,,8.760111111
cartridge,direct,Subassembly LED,C1-9,1,Test,6,0.62,3.72,,,C1-20,,17.84883333,,17.84883333
cartridge,direct,Subassembly LED,C1-9,2,Screw board on cartridge 2ft,0,0.188666667,0,,,C1-21,,18.58311111,,18.58311111
cartridge,direct,Subassembly LED,C1-9,3,Screw board on cartridge 1ft,2,0.125777778,0.251555556,,,C1-3,,10.60438889,,10.60438889
cartridge,direct,Subassembly LED,C1-9,4,Screw board on cartridge 2'',4,0.062888889,0.251555556,,,C1-4,,12.44866667,,12.44866667
cartridge,direct,Subassembly LED,C1-9,5,Cut reflector,2,0.555,1.11,,,C1-5,,13.18294444,,13.18294444
cartridge,direct,Subassembly LED,C1-9,6,Plug 2 boards,5,0.13925,0.69625,,,C1-6,,9.085888889,,9.085888889
cartridge,direct,Subassembly LED,C1-9,7,Total of screw,8,0.1,0.8,,,C1-7,,10.93016667,,10.93016667
cartridge,direct,Subassembly LED,C1-9,8,Apply 2 type labels,1,0.2,0.2,,,C1-8,,12.77444444,,12.77444444
cartridge,direct,Subassembly LED,C1-9,9,Handling,1,0.28,0.28,,,C1-9,,14.61872222,,14.61872222
cartridge,direct,Subassembly LED,C2-1,1,Test,2,0.62,1.24,,,C2-1,,7.241611111,,7.241611111
cartridge,direct,Subassembly LED,C2-1,2,Screw board on cartridge 2ft,1,0.188666667,0.188666667,,,C2-10,,14.89455556,,14.89455556
cartridge,direct,Subassembly LED,C2-1,3,Screw board on cartridge 1ft,0,0.125777778,0,,,C2-2,,9.085888889,,9.085888889
cartridge,direct,Subassembly LED,C2-1,4,Screw board on cartridge 2'',1,0.062888889,0.062888889,,,C2-3,,10.93016667,,10.93016667
cartridge,direct,Subassembly LED,C2-1,5,Cut reflector,2,0.555,1.11,,,C2-4,,12.77444444,,12.77444444
cartridge,direct,Subassembly LED,C2-1,6,Plug 2 boards,1,0.13925,0.13925,,,C2-5,,13.50872222,,13.50872222
cartridge,direct,Subassembly LED,C2-1,7,Total of screw,4,0.1,0.4,,,C2-6,,8.627444444,,8.627444444
cartridge,direct,Subassembly LED,C2-1,8,Apply 2 type labels,1,0.2,0.2,,,C2-7,,10.47172222,,10.47172222
cartridge,direct,Subassembly LED,C2-1,9,Handling,1,0.28,0.28,,,C2-8,,12.316,,12.316
cartridge,direct,Subassembly LED,C2-10,1,Test,7,0.62,4.34,,,C2-9,,14.16027778,,14.16027778
cartridge,direct,Subassembly LED,C2-10,2,Screw board on cartridge 2ft,2,0.188666667,0.377333333,,,C3-1,,7.567388889,,7.567388889
cartridge,direct,Subassembly LED,C2-10,3,Screw board on cartridge 1ft,0,0.125777778,0,,,C3-10,,14.16027778,,14.16027778
cartridge,direct,Subassembly LED,C2-10,4,Screw board on cartridge 2'',5,0.062888889,0.314444444,,,C3-11,,16.00455556,,16.00455556
cartridge,direct,Subassembly LED,C2-10,5,Cut reflector,0,0.555,0,,,C3-12,,16.73883333,,16.73883333
cartridge,direct,Subassembly LED,C2-10,6,Plug 2 boards,6,0.13925,0.8355,,,C3-2,,9.411666667,,9.411666667
cartridge,direct,Subassembly LED,C2-10,7,Total of screw,11,0.1,1.1,,,C3-3,,11.25594444,,11.25594444
cartridge,direct,Subassembly LED,C2-10,8,Apply 2 type labels,1,0.2,0.2,,,C3-4,,13.10022222,,13.10022222
cartridge,direct,Subassembly LED,C2-10,9,Handling,1,0.28,0.28,,,C3-5,,14.9445,,14.9445
cartridge,direct,Subassembly LED,C2-2,1,Test,3,0.62,1.86,,,C3-6,,15.67877778,,15.67877778
cartridge,direct,Subassembly LED,C2-2,2,Screw board on cartridge 2ft,1,0.188666667,0.188666667,,,C3-7,,8.627444444,,8.627444444
cartridge,direct,Subassembly LED,C2-2,3,Screw board on cartridge 1ft,0,0.125777778,0,,,C3-8,,10.47172222,,10.47172222
cartridge,direct,Subassembly LED,C2-2,4,Screw board on cartridge 2'',2,0.062888889,0.125777778,,,C3-9,,12.316,,12.316
cartridge,direct,Subassembly LED,C2-2,5,Cut reflector,2,0.555,1.11,,,C4-1,,3.961555556,,3.961555556
cartridge,direct,Subassembly LED,C2-2,6,Plug 2 boards,2,0.13925,0.2785,,,C4-2,,6.131611111,,6.131611111
cartridge,direct,Subassembly LED,C2-2,7,Total of screw,5,0.1,0.5,,,C4-3,,7.191666667,,7.191666667
cartridge,direct,Subassembly LED,C2-2,8,Apply 2 type labels,1,0.2,0.2,,,C5-1,,4.287333333,,4.287333333
cartridge,direct,Subassembly LED,C2-2,9,Handling,1,0.28,0.28,,,C5-2,,5.673166667,,5.673166667
cartridge,direct,Subassembly LED,C2-3,1,Test,4,0.62,2.48,,,C6-1,,4.287333333,,4.287333333
cartridge,direct,Subassembly LED,C2-3,2,Screw board on cartridge 2ft,1,0.188666667,0.188666667,,,C6-2,,5.673166667,,5.673166667
cartridge,direct,Subassembly LED,C2-3,3,Screw board on cartridge 1ft,0,0.125777778,0,,,C7-1,,5.347388889,,5.347388889
cartridge,direct,Subassembly LED,C2-3,4,Screw board on cartridge 2'',3,0.062888889,0.188666667,,,C7-2,,7.517444444,,7.517444444
cartridge,direct,Subassembly LED,C2-3,5,Cut reflector,2,0.555,1.11,,,indirect,,,,
cartridge,direct,Subassembly LED,C2-3,6,Plug 2 boards,3,0.13925,0.41775,,,C1-1,,3.457916667,,3.457916667
cartridge,direct,Subassembly LED,C2-3,7,Total of screw,6,0.1,0.6,,,C1-10,,7.6765,,7.6765
cartridge,direct,Subassembly LED,C2-3,8,Apply 2 type labels,1,0.2,0.2,,,C1-11,,5.627972222,,5.627972222
cartridge,direct,Subassembly LED,C2-3,9,Handling,1,0.28,0.28,,,C1-12,,6.550111111,,6.550111111
cartridge,direct,Subassembly LED,C2-4,1,Test,5,0.62,3.1,,,C1-13,,7.47225,,7.47225
cartridge,direct,Subassembly LED,C2-4,2,Screw board on cartridge 2ft,1,0.188666667,0.188666667,,,C1-14,,8.394388889,,8.394388889
cartridge,direct,Subassembly LED,C2-4,3,Screw board on cartridge 1ft,0,0.125777778,0,,,C1-15,,8.761527778,,8.761527778
cartridge,direct,Subassembly LED,C2-4,4,Screw board on cartridge 2'',4,0.062888889,0.251555556,,,C1-16,,5.235861111,,5.235861111
cartridge,direct,Subassembly LED,C2-4,5,Cut reflector,2,0.555,1.11,,,C1-17,,6.158,,6.158
cartridge,direct,Subassembly LED,C2-4,6,Plug 2 boards,4,0.13925,0.557,,,C1-18,,7.080138889,,7.080138889
cartridge,direct,Subassembly LED,C2-4,7,Total of screw,7,0.1,0.7,,,C1-19,,8.002277778,,8.002277778
cartridge,direct,Subassembly LED,C2-4,8,Apply 2 type labels,1,0.2,0.2,,,C1-2,,4.380055556,,4.380055556
cartridge,direct,Subassembly LED,C2-4,9,Handling,1,0.28,0.28,,,C1-20,,8.924416667,,8.924416667
cartridge,direct,Subassembly LED,C2-5,1,Test,6,0.62,3.72,,,C1-21,,9.291555556,,9.291555556
cartridge,direct,Subassembly LED,C2-5,2,Screw board on cartridge 2ft,1,0.188666667,0.188666667,,,C1-3,,5.302194444,,5.302194444
cartridge,direct,Subassembly LED,C2-5,3,Screw board on cartridge 1ft,0,0.125777778,0,,,C1-4,,6.224333333,,6.224333333
cartridge,direct,Subassembly LED,C2-5,4,Screw board on cartridge 2'',5,0.062888889,0.314444444,,,C1-5,,6.591472222,,6.591472222
cartridge,direct,Subassembly LED,C2-5,5,Cut reflector,1,0.555,0.555,,,C1-6,,4.542944444,,4.542944444
cartridge,direct,Subassembly LED,C2-5,6,Plug 2 boards,5,0.13925,0.69625,,,C1-7,,5.465083333,,5.465083333
cartridge,direct,Subassembly LED,C2-5,7,Total of screw,8,0.1,0.8,,,C1-8,,6.387222222,,6.387222222
cartridge,direct,Subassembly LED,C2-5,8,Apply 2 type labels,1,0.2,0.2,,,C1-9,,7.309361111,,7.309361111
cartridge,direct,Subassembly LED,C2-5,9,Handling,1,0.28,0.28,,,C2-1,,3.620805556,,3.620805556
cartridge,direct,Subassembly LED,C2-6,1,Test,3,0.62,1.86,,,C2-10,,7.447277778,,7.447277778
cartridge,direct,Subassembly LED,C2-6,2,Screw board on cartridge 2ft,2,0.188666667,0.377333333,,,C2-2,,4.542944444,,4.542944444
cartridge,direct,Subassembly LED,C2-6,3,Screw board on cartridge 1ft,0,0.125777778,0,,,C2-3,,5.465083333,,5.465083333
cartridge,direct,Subassembly LED,C2-6,4,Screw board on cartridge 2'',1,0.062888889,0.062888889,,,C2-4,,6.387222222,,6.387222222
cartridge,direct,Subassembly LED,C2-6,5,Cut reflector,1,0.555,0.555,,,C2-5,,6.754361111,,6.754361111
cartridge,direct,Subassembly LED,C2-6,6,Plug 2 boards,2,0.13925,0.2785,,,C2-6,,4.313722222,,4.313722222
cartridge,direct,Subassembly LED,C2-6,7,Total of screw,7,0.1,0.7,,,C2-7,,5.235861111,,5.235861111
cartridge,direct,Subassembly LED,C2-6,8,Apply 2 type labels,1,0.2,0.2,,,C2-8,,6.158,,6.158
cartridge,direct,Subassembly LED,C2-6,9,Handling,1,0.28,0.28,,,C2-9,,7.080138889,,7.080138889
cartridge,direct,Subassembly LED,C2-7,1,Test,4,0.62,2.48,,,C3-1,,3.783694444,,3.783694444
cartridge,direct,Subassembly LED,C2-7,2,Screw board on cartridge 2ft,2,0.188666667,0.377333333,,,C3-10,,7.080138889,,7.080138889
cartridge,direct,Subassembly LED,C2-7,3,Screw board on cartridge 1ft,0,0.125777778,0,,,C3-11,,8.002277778,,8.002277778
cartridge,direct,Subassembly LED,C2-7,4,Screw board on cartridge 2'',2,0.062888889,0.125777778,,,C3-12,,8.369416667,,8.369416667
cartridge,direct,Subassembly LED,C2-7,5,Cut reflector,1,0.555,0.555,,,C3-2,,4.705833333,,4.705833333
cartridge,direct,Subassembly LED,C2-7,6,Plug 2 boards,3,0.13925,0.41775,,,C3-3,,5.627972222,,5.627972222
cartridge,direct,Subassembly LED,C2-7,7,Total of screw,8,0.1,0.8,,,C3-4,,6.550111111,,6.550111111
cartridge,direct,Subassembly LED,C2-7,8,Apply 2 type labels,1,0.2,0.2,,,C3-5,,7.47225,,7.47225
cartridge,direct,Subassembly LED,C2-7,9,Handling,1,0.28,0.28,,,C3-6,,7.839388889,,7.839388889
cartridge,direct,Subassembly LED,C2-8,1,Test,5,0.62,3.1,,,C3-7,,4.313722222,,4.313722222
cartridge,direct,Subassembly LED,C2-8,2,Screw board on cartridge 2ft,2,0.188666667,0.377333333,,,C3-8,,5.235861111,,5.235861111
cartridge,direct,Subassembly LED,C2-8,3,Screw board on cartridge 1ft,0,0.125777778,0,,,C3-9,,6.158,,6.158
cartridge,direct,Subassembly LED,C2-8,4,Screw board on cartridge 2'',3,0.062888889,0.188666667,,,C4-1,,1.980777778,,1.980777778
cartridge,direct,Subassembly LED,C2-8,5,Cut reflector,1,0.555,0.555,,,C4-2,,3.065805556,,3.065805556
cartridge,direct,Subassembly LED,C2-8,6,Plug 2 boards,4,0.13925,0.557,,,C4-3,,3.595833333,,3.595833333
cartridge,direct,Subassembly LED,C2-8,7,Total of screw,9,0.1,0.9,,,C5-1,,2.143666667,,2.143666667
cartridge,direct,Subassembly LED,C2-8,8,Apply 2 type labels,1,0.2,0.2,,,C5-2,,2.836583333,,2.836583333
cartridge,direct,Subassembly LED,C2-8,9,Handling,1,0.28,0.28,,,C6-1,,2.143666667,,2.143666667
cartridge,direct,Subassembly LED,C2-9,1,Test,6,0.62,3.72,,,C6-2,,2.836583333,,2.836583333
cartridge,direct,Subassembly LED,C2-9,2,Screw board on cartridge 2ft,2,0.188666667,0.377333333,,,C7-1,,2.673694444,,2.673694444
cartridge,direct,Subassembly LED,C2-9,3,Screw board on cartridge 1ft,0,0.125777778,0,,,C7-2,,3.758722222,,3.758722222
cartridge,direct,Subassembly LED,C2-9,4,Screw board on cartridge 2'',4,0.062888889,0.251555556,,,boardsurrondlite,,,,
cartridge,direct,Subassembly LED,C2-9,5,Cut reflector,1,0.555,0.555,,,direct,,,,
cartridge,direct,Subassembly LED,C2-9,6,Plug 2 boards,5,0.13925,0.69625,,,4,0.46,,0.75,1.21
cartridge,direct,Subassembly LED,C2-9,7,Total of screw,10,0.1,1,,,8,0.92,,1.5,2.42
cartridge,direct,Subassembly LED,C2-9,8,Apply 2 type labels,1,0.2,0.2,,,12,1.38,,2.25,3.63
cartridge,direct,Subassembly LED,C2-9,9,Handling,1,0.28,0.28,,,direct/indirect,,,,
cartridge,direct,Subassembly LED,C3-1,1,Test,2,0.62,1.24,,,4,0.46,,1,1.46
cartridge,direct,Subassembly LED,C3-1,2,Screw board on cartridge 2ft,1,0.188666667,0.188666667,,,8,0.92,,2,2.92
cartridge,direct,Subassembly LED,C3-1,3,Screw board on cartridge 1ft,1,0.125777778,0.125777778,,,12,1.38,,3,4.38
cartridge,direct,Subassembly LED,C3-1,4,Screw board on cartridge 2'',0,0.062888889,0,,,indirect,,,,
cartridge,direct,Subassembly LED,C3-1,5,Cut reflector,2,0.555,1.11,,,4,0.23,,0.38,0.61
cartridge,direct,Subassembly LED,C3-1,6,Plug 2 boards,1,0.13925,0.13925,,,8,0.46,,0.75,1.21
cartridge,direct,Subassembly LED,C3-1,7,Total of screw,5,0.1,0.5,,,12,0.69,,1.13,1.82
cartridge,direct,Subassembly LED,C3-1,8,Apply 2 type labels,1,0.2,0.2,,,Grand Total,29.54,2368.12,109.66,2507.32
cartridge,direct,Subassembly LED,C3-1,9,Handling,1,0.28,0.28,,,,,,,
cartridge,direct,Subassembly LED,C3-10,1,Test,6,0.62,3.72,,,,,,,
cartridge,direct,Subassembly LED,C3-10,2,Screw board on cartridge 2ft,1,0.188666667,0.188666667,,,,,,,
cartridge,direct,Subassembly LED,C3-10,3,Screw board on cartridge 1ft,2,0.125777778,0.251555556,,,,,,,
cartridge,direct,Subassembly LED,C3-10,4,Screw board on cartridge 2'',3,0.062888889,0.188666667,,,,,,,
cartridge,direct,Subassembly LED,C3-10,5,Cut reflector,1,0.555,0.555,,,,,,,
cartridge,direct,Subassembly LED,C3-10,6,Plug 2 boards,5,0.13925,0.69625,,,,,,,
cartridge,direct,Subassembly LED,C3-10,7,Total of screw,10,0.1,1,,,,,,,
cartridge,direct,Subassembly LED,C3-10,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
cartridge,direct,Subassembly LED,C3-10,9,Handling,1,0.28,0.28,,,,,,,
cartridge,direct,Subassembly LED,C3-11,1,Test,7,0.62,4.34,,,,,,,
cartridge,direct,Subassembly LED,C3-11,2,Screw board on cartridge 2ft,1,0.188666667,0.188666667,,,,,,,
cartridge,direct,Subassembly LED,C3-11,3,Screw board on cartridge 1ft,2,0.125777778,0.251555556,,,,,,,
cartridge,direct,Subassembly LED,C3-11,4,Screw board on cartridge 2'',4,0.062888889,0.251555556,,,,,,,
cartridge,direct,Subassembly LED,C3-11,5,Cut reflector,1,0.555,0.555,,,,,,,
cartridge,direct,Subassembly LED,C3-11,6,Plug 2 boards,6,0.13925,0.8355,,,,,,,
cartridge,direct,Subassembly LED,C3-11,7,Total of screw,11,0.1,1.1,,,,,,,
cartridge,direct,Subassembly LED,C3-11,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
cartridge,direct,Subassembly LED,C3-11,9,Handling,1,0.28,0.28,,,,,,,
cartridge,direct,Subassembly LED,C3-12,1,Test,8,0.62,4.96,,,,,,,
cartridge,direct,Subassembly LED,C3-12,2,Screw board on cartridge 2ft,1,0.188666667,0.188666667,,,,,,,
cartridge,direct,Subassembly LED,C3-12,3,Screw board on cartridge 1ft,2,0.125777778,0.251555556,,,,,,,
cartridge,direct,Subassembly LED,C3-12,4,Screw board on cartridge 2'',5,0.062888889,0.314444444,,,,,,,
cartridge,direct,Subassembly LED,C3-12,5,Cut reflector,0,0.555,0,,,,,,,
cartridge,direct,Subassembly LED,C3-12,6,Plug 2 boards,7,0.13925,0.97475,,,,,,,
cartridge,direct,Subassembly LED,C3-12,7,Total of screw,12,0.1,1.2,,,,,,,
cartridge,direct,Subassembly LED,C3-12,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
cartridge,direct,Subassembly LED,C3-12,9,Handling,1,0.28,0.28,,,,,,,
cartridge,direct,Subassembly LED,C3-2,1,Test,3,0.62,1.86,,,,,,,
cartridge,direct,Subassembly LED,C3-2,2,Screw board on cartridge 2ft,1,0.188666667,0.188666667,,,,,,,
cartridge,direct,Subassembly LED,C3-2,3,Screw board on cartridge 1ft,1,0.125777778,0.125777778,,,,,,,
cartridge,direct,Subassembly LED,C3-2,4,Screw board on cartridge 2'',1,0.062888889,0.062888889,,,,,,,
cartridge,direct,Subassembly LED,C3-2,5,Cut reflector,2,0.555,1.11,,,,,,,
cartridge,direct,Subassembly LED,C3-2,6,Plug 2 boards,2,0.13925,0.2785,,,,,,,
cartridge,direct,Subassembly LED,C3-2,7,Total of screw,6,0.1,0.6,,,,,,,
cartridge,direct,Subassembly LED,C3-2,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
cartridge,direct,Subassembly LED,C3-2,9,Handling,1,0.28,0.28,,,,,,,
cartridge,direct,Subassembly LED,C3-3,1,Test,4,0.62,2.48,,,,,,,
cartridge,direct,Subassembly LED,C3-3,2,Screw board on cartridge 2ft,1,0.188666667,0.188666667,,,,,,,
cartridge,direct,Subassembly LED,C3-3,3,Screw board on cartridge 1ft,1,0.125777778,0.125777778,,,,,,,
cartridge,direct,Subassembly LED,C3-3,4,Screw board on cartridge 2'',2,0.062888889,0.125777778,,,,,,,
cartridge,direct,Subassembly LED,C3-3,5,Cut reflector,2,0.555,1.11,,,,,,,
cartridge,direct,Subassembly LED,C3-3,6,Plug 2 boards,3,0.13925,0.41775,,,,,,,
cartridge,direct,Subassembly LED,C3-3,7,Total of screw,7,0.1,0.7,,,,,,,
cartridge,direct,Subassembly LED,C3-3,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
cartridge,direct,Subassembly LED,C3-3,9,Handling,1,0.28,0.28,,,,,,,
cartridge,direct,Subassembly LED,C3-4,1,Test,5,0.62,3.1,,,,,,,
cartridge,direct,Subassembly LED,C3-4,2,Screw board on cartridge 2ft,1,0.188666667,0.188666667,,,,,,,
cartridge,direct,Subassembly LED,C3-4,3,Screw board on cartridge 1ft,1,0.125777778,0.125777778,,,,,,,
cartridge,direct,Subassembly LED,C3-4,4,Screw board on cartridge 2'',3,0.062888889,0.188666667,,,,,,,
cartridge,direct,Subassembly LED,C3-4,5,Cut reflector,2,0.555,1.11,,,,,,,
cartridge,direct,Subassembly LED,C3-4,6,Plug 2 boards,4,0.13925,0.557,,,,,,,
cartridge,direct,Subassembly LED,C3-4,7,Total of screw,8,0.1,0.8,,,,,,,
cartridge,direct,Subassembly LED,C3-4,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
cartridge,direct,Subassembly LED,C3-4,9,Handling,1,0.28,0.28,,,,,,,
cartridge,direct,Subassembly LED,C3-5,1,Test,6,0.62,3.72,,,,,,,
cartridge,direct,Subassembly LED,C3-5,2,Screw board on cartridge 2ft,1,0.188666667,0.188666667,,,,,,,
cartridge,direct,Subassembly LED,C3-5,3,Screw board on cartridge 1ft,1,0.125777778,0.125777778,,,,,,,
cartridge,direct,Subassembly LED,C3-5,4,Screw board on cartridge 2'',4,0.062888889,0.251555556,,,,,,,
cartridge,direct,Subassembly LED,C3-5,5,Cut reflector,2,0.555,1.11,,,,,,,
cartridge,direct,Subassembly LED,C3-5,6,Plug 2 boards,5,0.13925,0.69625,,,,,,,
cartridge,direct,Subassembly LED,C3-5,7,Total of screw,9,0.1,0.9,,,,,,,
cartridge,direct,Subassembly LED,C3-5,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
cartridge,direct,Subassembly LED,C3-5,9,Handling,1,0.28,0.28,,,,,,,
cartridge,direct,Subassembly LED,C3-6,1,Test,7,0.62,4.34,,,,,,,
cartridge,direct,Subassembly LED,C3-6,2,Screw board on cartridge 2ft,1,0.188666667,0.188666667,,,,,,,
cartridge,direct,Subassembly LED,C3-6,3,Screw board on cartridge 1ft,1,0.125777778,0.125777778,,,,,,,
cartridge,direct,Subassembly LED,C3-6,4,Screw board on cartridge 2'',5,0.062888889,0.314444444,,,,,,,
cartridge,direct,Subassembly LED,C3-6,5,Cut reflector,1,0.555,0.555,,,,,,,
cartridge,direct,Subassembly LED,C3-6,6,Plug 2 boards,6,0.13925,0.8355,,,,,,,
cartridge,direct,Subassembly LED,C3-6,7,Total of screw,10,0.1,1,,,,,,,
cartridge,direct,Subassembly LED,C3-6,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
cartridge,direct,Subassembly LED,C3-6,9,Handling,1,0.28,0.28,,,,,,,
cartridge,direct,Subassembly LED,C3-7,1,Test,3,0.62,1.86,,,,,,,
cartridge,direct,Subassembly LED,C3-7,2,Screw board on cartridge 2ft,1,0.188666667,0.188666667,,,,,,,
cartridge,direct,Subassembly LED,C3-7,3,Screw board on cartridge 1ft,2,0.125777778,0.251555556,,,,,,,
cartridge,direct,Subassembly LED,C3-7,4,Screw board on cartridge 2'',0,0.062888889,0,,,,,,,
cartridge,direct,Subassembly LED,C3-7,5,Cut reflector,1,0.555,0.555,,,,,,,
cartridge,direct,Subassembly LED,C3-7,6,Plug 2 boards,2,0.13925,0.2785,,,,,,,
