Product ID,Fixture,Work Center,Option,Length,ID,Task,Time (min)
WBDIWLED,pendant,Assembly,ascrewr2,12,3,Turn housing,0.2
WBDIWLED,pendant,Assembly,ascrewr2,12,4,Place wires,0.75
WBDIWLED,pendant,Assembly,ascrewr2,12,5,2 half reflectors,2.54
WBLED,pendant,Assembly,ascrewr1,4,1,Place wires,0.15
WBLED,pendant,Assembly,ascrewr1,4,2,4 screws/reflector,0.563333333
WBLED,pendant,Assembly,ascrewr1,8,1,Place wires,0.5
WBLED,pendant,Assembly,ascrewr1,8,2,4 screws/reflector,1.126666667
WBLED,pendant,Assembly,ascrewr1,12,1,Place wires,0.75
WBLED,pendant,Assembly,ascrewr1,12,2,4 screws/reflector,1.69
WBR,recessed,Assembly,ascrewr1,4,1,Place wires,0.15
WBR,recessed,Assembly,ascrewr1,4,2,4 screws/reflector,0.563333333
WBR,recessed,Assembly,ascrewr1,8,1,Place wires,0.5
WBR,recessed,Assembly,ascrewr1,8,2,4 screws/reflector,1.126666667
WBR,recessed,Assembly,ascrewr1,12,1,Place wires,0.75
WBR,recessed,Assembly,ascrewr1,12,2,4 screws/reflector,1.69
WBRLED,recessed,Assembly,ascrewr1,4,1,Place wires,0.15
WBRLED,recessed,Assembly,ascrewr1,4,2,4 screws/reflector,0.563333333
WBRLED,recessed,Assembly,ascrewr1,8,1,Place wires,0.5
WBRLED,recessed,Assembly,ascrewr1,8,2,4 screws/reflector,1.126666667
WBRLED,recessed,Assembly,ascrewr1,12,1,Place wires,0.75
WBRLED,recessed,Assembly,ascrewr1,12,2,4 screws/reflector,1.69
WBS,surface,Assembly,ascrewr1,4,1,Place wires,0.15
WBS,surface,Assembly,ascrewr1,4,2,4 screws/reflector,0.563333333
WBS,surface,Assembly,ascrewr1,8,1,Place wires,0.5
WBS,surface,Assembly,ascrewr1,8,2,4 screws/reflector,1.126666667
WBS,surface,Assembly,ascrewr1,12,1,Place wires,0.75
WBS,surface,Assembly,ascrewr1,12,2,4 screws/reflector,1.69
WBSLED,surface,Assembly,ascrewr1,4,1,Place wires,0.15
WBSLED,surface,Assembly,ascrewr1,4,2,4 screws/reflector,0.563333333
WBSLED,surface,Assembly,ascrewr1,8,1,Place wires,0.5
WBSLED,surface,Assembly,ascrewr1,8,2,4 screws/reflector,1.126666667
WBSLED,surface,Assembly,ascrewr1,12,1,Place wires,0.75
WBSLED,surface,Assembly,ascrewr1,12,2,4 screws/reflector,1.69
WBW,wall,Assembly,ascrewr1,4,1,Place wires,0.15
WBW,wall,Assembly,ascrewr1,4,2,4 screws/reflector,0.563333333
WBW,wall,Assembly,ascrewr1,8,1,Place wires,0.5
WBW,wall,Assembly,ascrewr1,8,2,4 screws/reflector,1.126666667
WBW,wall,Assembly,ascrewr1,12,1,Place wires,0.75
WBW,wall,Assembly,ascrewr1,12,2,4 screws/reflector,1.69
WBWLED,wall,Assembly,ascrewr1,4,1,Place wires,0.15
WBWLED,wall,Assembly,ascrewr1,4,2,4 screws/reflector,0.563333333
WBWLED,wall,Assembly,ascrewr1,8,1,Place wires,0.5
WBWLED,wall,Assembly,ascrewr1,8,2,4 screws/reflector,1.126666667
WBWLED,wall,Assembly,ascrewr1,12,1,Place wires,0.75
WBWLED,wall,Assembly,ascrewr1,12,2,4 screws/reflector,1.69
101C,pendant,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
101C,pendant,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
101C,pendant,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
101CA,pendant,Preparation,ascrewr11,4,1,Remove pill-off of deflector & fix outside,2.72
101CA,pendant,Preparation,ascrewr11,4,2,Remove pill-off film & cut deflector to fit on ballast side,4.68
101CA,pendant,Preparation,ascrewr11,8,1,Remove pill-off of deflector & fix outside,5.44
101CA,pendant,Preparation,ascrewr11,8,2,Remove pill-off film & cut deflector to fit on ballast side,9.36
101CA,pendant,Preparation,ascrewr11,12,1,Remove pill-off of deflector & fix outside,8.16
101CA,pendant,Preparation,ascrewr11,12,2,Remove pill-off film & cut deflector to fit on ballast side,14.04
101CS,surface,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
101CS,surface,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
101CS,surface,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
101CW,wall,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
101CW,wall,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
101CW,wall,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
101CWA,wall,Preparation,ascrewr11,4,1,Remove pill-off of deflector & fix outside,2.72
101CWA,wall,Preparation,ascrewr11,4,2,Remove pill-off film & cut deflector to fit on ballast side,4.68
101CWA,wall,Preparation,ascrewr11,8,1,Remove pill-off of deflector & fix outside,5.44
101CWA,wall,Preparation,ascrewr11,8,2,Remove pill-off film & cut deflector to fit on ballast side,9.36
101CWA,wall,Preparation,ascrewr11,12,1,Remove pill-off of deflector & fix outside,8.16
101CWA,wall,Preparation,ascrewr11,12,2,Remove pill-off film & cut deflector to fit on ballast side,14.04
101F,pendant,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
101F,pendant,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
101F,pendant,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
101FA,pendant,Preparation,ascrewr11,4,1,Remove pill-off of deflector & fix outside,2.72
101FA,pendant,Preparation,ascrewr11,4,2,Remove pill-off film & cut deflector to fit on ballast side,4.68
101FA,pendant,Preparation,ascrewr11,8,1,Remove pill-off of deflector & fix outside,5.44
101FA,pendant,Preparation,ascrewr11,8,2,Remove pill-off film & cut deflector to fit on ballast side,9.36
101FA,pendant,Preparation,ascrewr11,12,1,Remove pill-off of deflector & fix outside,8.16
101FA,pendant,Preparation,ascrewr11,12,2,Remove pill-off film & cut deflector to fit on ballast side,14.04
101FW,wall,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
101FW,wall,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
101FW,wall,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
101FWA,wall,Preparation,ascrewr11,4,1,Remove pill-off of deflector & fix outside,2.72
101FWA,wall,Preparation,ascrewr11,4,2,Remove pill-off film & cut deflector to fit on ballast side,4.68
101FWA,wall,Preparation,ascrewr11,8,1,Remove pill-off of deflector & fix outside,5.44
101FWA,wall,Preparation,ascrewr11,8,2,Remove pill-off film & cut deflector to fit on ballast side,9.36
101FWA,wall,Preparation,ascrewr11,12,1,Remove pill-off of deflector & fix outside,8.16
101FWA,wall,Preparation,ascrewr11,12,2,Remove pill-off film & cut deflector to fit on ballast side,14.04
202C,pendant,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
202C,pendant,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
202C,pendant,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
202CA,pendant,Preparation,ascrewr11,4,1,Remove pill-off of deflector & fix outside,2.72
202CA,pendant,Preparation,ascrewr11,4,2,Remove pill-off film & cut deflector to fit on ballast side,4.68
202CA,pendant,Preparation,ascrewr11,8,1,Remove pill-off of deflector & fix outside,5.44
202CA,pendant,Preparation,ascrewr11,8,2,Remove pill-off film & cut deflector to fit on ballast side,9.36
202CA,pendant,Preparation,ascrewr11,12,1,Remove pill-off of deflector & fix outside,8.16
202CA,pendant,Preparation,ascrewr11,12,2,Remove pill-off film & cut deflector to fit on ballast side,14.04
202CS,surface,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
202CS,surface,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
202CS,surface,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
202CW,wall,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
202CW,wall,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
202CW,wall,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
202CWA,wall,Preparation,ascrewr11,4,1,Remove pill-off of deflector & fix outside,2.72
202CWA,wall,Preparation,ascrewr11,4,2,Remove pill-off film & cut deflector to fit on ballast side,4.68
202CWA,wall,Preparation,ascrewr11,8,1,Remove pill-off of deflector & fix outside,5.44
202CWA,wall,Preparation,ascrewr11,8,2,Remove pill-off film & cut deflector to fit on ballast side,9.36
202CWA,wall,Preparation,ascrewr11,12,1,Remove pill-off of deflector & fix outside,8.16
202CWA,wall,Preparation,ascrewr11,12,2,Remove pill-off film & cut deflector to fit on ballast side,14.04
202F,pendant,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
202F,pendant,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
202F,pendant,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
202FA,pendant,Preparation,ascrewr11,4,1,Remove pill-off of deflector & fix outside,2.72
202FA,pendant,Preparation,ascrewr11,4,2,Remove pill-off film & cut deflector to fit on ballast side,4.68
202FA,pendant,Preparation,ascrewr11,8,1,Remove pill-off of deflector & fix outside,5.44
202FA,pendant,Preparation,ascrewr11,8,2,Remove pill-off film & cut deflector to fit on ballast side,9.36
202FA,pendant,Preparation,ascrewr11,12,1,Remove pill-off of deflector & fix outside,8.16
202FA,pendant,Preparation,ascrewr11,12,2,Remove pill-off film & cut deflector to fit on ballast side,14.04
202FW,wall,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
202FW,wall,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
202FW,wall,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
202FWA,wall,Preparation,ascrewr11,4,1,Remove pill-off of deflector & fix outside,2.72
202FWA,wall,Preparation,ascrewr11,4,2,Remove pill-off film & cut deflector to fit on ballast side,4.68
202FWA,wall,Preparation,ascrewr11,8,1,Remove pill-off of deflector & fix outside,5.44
202FWA,wall,Preparation,ascrewr11,8,2,Remove pill-off film & cut deflector to fit on ballast side,9.36
202FWA,wall,Preparation,ascrewr11,12,1,Remove pill-off of deflector & fix outside,8.16
202FWA,wall,Preparation,ascrewr11,12,2,Remove pill-off film & cut deflector to fit on ballast side,14.04
ARC,pendant,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
ARC,pendant,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
ARC,pendant,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
ARCA,pendant,Preparation,ascrewr11,4,1,Remove pill-off of deflector & fix outside,2.72
ARCA,pendant,Preparation,ascrewr11,4,2,Remove pill-off film & cut deflector to fit on ballast side,4.68
ARCA,pendant,Preparation,ascrewr11,8,1,Remove pill-off of deflector & fix outside,5.44
ARCA,pendant,Preparation,ascrewr11,8,2,Remove pill-off film & cut deflector to fit on ballast side,9.36
ARCA,pendant,Preparation,ascrewr11,12,1,Remove pill-off of deflector & fix outside,8.16
ARCA,pendant,Preparation,ascrewr11,12,2,Remove pill-off film & cut deflector to fit on ballast side,14.04
ARCW,wall,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
ARCW,wall,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
ARCW,wall,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
ARCWA,wall,Preparation,ascrewr11,4,1,Remove pill-off of deflector & fix outside,2.72
ARCWA,wall,Preparation,ascrewr11,4,2,Remove pill-off film & cut deflector to fit on ballast side,4.68
ARCWA,wall,Preparation,ascrewr11,8,1,Remove pill-off of deflector & fix outside,5.44
ARCWA,wall,Preparation,ascrewr11,8,2,Remove pill-off film & cut deflector to fit on ballast side,9.36
ARCWA,wall,Preparation,ascrewr11,12,1,Remove pill-off of deflector & fix outside,8.16
ARCWA,wall,Preparation,ascrewr11,12,2,Remove pill-off film & cut deflector to fit on ballast side,14.04
BAS,pendant,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
BAS,pendant,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
BAS,pendant,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
BASA,pendant,Preparation,ascrewr11,4,1,Remove pill-off of deflector & fix outside,2.72
BASA,pendant,Preparation,ascrewr11,4,2,Remove pill-off film & cut deflector to fit on ballast side,4.68
BASA,pendant,Preparation,ascrewr11,8,1,Remove pill-off of deflector & fix outside,5.44
BASA,pendant,Preparation,ascrewr11,8,2,Remove pill-off film & cut deflector to fit on ballast side,9.36
BASA,pendant,Preparation,ascrewr11,12,1,Remove pill-off of deflector & fix outside,8.16
BASA,pendant,Preparation,ascrewr11,12,2,Remove pill-off film & cut deflector to fit on ballast side,14.04
BASS,surface,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
BASS,surface,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
BASS,surface,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
BASW,wall,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
BASW,wall,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
BASW,wall,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
BASWA,wall,Preparation,ascrewr11,4,1,Remove pill-off of deflector & fix outside,2.72
BASWA,wall,Preparation,ascrewr11,4,2,Remove pill-off film & cut deflector to fit on ballast side,4.68
BASWA,wall,Preparation,ascrewr11,8,1,Remove pill-off of deflector & fix outside,5.44
BASWA,wall,Preparation,ascrewr11,8,2,Remove pill-off film & cut deflector to fit on ballast side,9.36
BASWA,wall,Preparation,ascrewr11,12,1,Remove pill-off of deflector & fix outside,8.16
BASWA,wall,Preparation,ascrewr11,12,2,Remove pill-off film & cut deflector to fit on ballast side,14.04
CU,pendant,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
CU,pendant,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
CU,pendant,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
CUA,pendant,Preparation,ascrewr11,4,1,Remove pill-off of deflector & fix outside,2.72
CUA,pendant,Preparation,ascrewr11,4,2,Remove pill-off film & cut deflector to fit on ballast side,4.68
CUA,pendant,Preparation,ascrewr11,8,1,Remove pill-off of deflector & fix outside,5.44
CUA,pendant,Preparation,ascrewr11,8,2,Remove pill-off film & cut deflector to fit on ballast side,9.36
CUA,pendant,Preparation,ascrewr11,12,1,Remove pill-off of deflector & fix outside,8.16
CUA,pendant,Preparation,ascrewr11,12,2,Remove pill-off film & cut deflector to fit on ballast side,14.04
CUB,pendant,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
CUB,pendant,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
CUB,pendant,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
CUBA,pendant,Preparation,ascrewr11,4,1,Remove pill-off of deflector & fix outside,2.72
CUBA,pendant,Preparation,ascrewr11,4,2,Remove pill-off film & cut deflector to fit on ballast side,4.68
CUBA,pendant,Preparation,ascrewr11,8,1,Remove pill-off of deflector & fix outside,5.44
CUBA,pendant,Preparation,ascrewr11,8,2,Remove pill-off film & cut deflector to fit on ballast side,9.36
CUBA,pendant,Preparation,ascrewr11,12,1,Remove pill-off of deflector & fix outside,8.16
CUBA,pendant,Preparation,ascrewr11,12,2,Remove pill-off film & cut deflector to fit on ballast side,14.04
CUBS,surface,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
CUBS,surface,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
CUBS,surface,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
CUBW,wall,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
CUBW,wall,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
CUBW,wall,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
CUBWA,wall,Preparation,ascrewr11,4,1,Remove pill-off of deflector & fix outside,2.72
CUBWA,wall,Preparation,ascrewr11,4,2,Remove pill-off film & cut deflector to fit on ballast side,4.68
CUBWA,wall,Preparation,ascrewr11,8,1,Remove pill-off of deflector & fix outside,5.44
CUBWA,wall,Preparation,ascrewr11,8,2,Remove pill-off film & cut deflector to fit on ballast side,9.36
CUBWA,wall,Preparation,ascrewr11,12,1,Remove pill-off of deflector & fix outside,8.16
CUBWA,wall,Preparation,ascrewr11,12,2,Remove pill-off film & cut deflector to fit on ballast side,14.04
CUS,surface,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
CUS,surface,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
CUS,surface,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
CUW,wall,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
CUW,wall,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
CUW,wall,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
CUWA,wall,Preparation,ascrewr11,4,1,Remove pill-off of deflector & fix outside,2.72
CUWA,wall,Preparation,ascrewr11,4,2,Remove pill-off film & cut deflector to fit on ballast side,4.68
CUWA,wall,Preparation,ascrewr11,8,1,Remove pill-off of deflector & fix outside,5.44
CUWA,wall,Preparation,ascrewr11,8,2,Remove pill-off film & cut deflector to fit on ballast side,9.36
CUWA,wall,Preparation,ascrewr11,12,1,Remove pill-off of deflector & fix outside,8.16
CUWA,wall,Preparation,ascrewr11,12,2,Remove pill-off film & cut deflector to fit on ballast side,14.04
L2,pendant,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
L2,pendant,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
L2,pendant,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
L2A,pendant,Preparation,ascrewr11,4,1,Remove pill-off of deflector & fix outside,2.72
L2A,pendant,Preparation,ascrewr11,4,2,Remove pill-off film & cut deflector to fit on ballast side,4.68
L2A,pendant,Preparation,ascrewr11,8,1,Remove pill-off of deflector & fix outside,5.44
L2A,pendant,Preparation,ascrewr11,8,2,Remove pill-off film & cut deflector to fit on ballast side,9.36
L2A,pendant,Preparation,ascrewr11,12,1,Remove pill-off of deflector & fix outside,8.16
L2A,pendant,Preparation,ascrewr11,12,2,Remove pill-off film & cut deflector to fit on ballast side,14.04
L2S,surface,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
L2S,surface,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
L2S,surface,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
L2W,wall,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
L2W,wall,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
L2W,wall,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
L2WA,wall,Preparation,ascrewr11,4,1,Remove pill-off of deflector & fix outside,2.72
L2WA,wall,Preparation,ascrewr11,4,2,Remove pill-off film & cut deflector to fit on ballast side,4.68
L2WA,wall,Preparation,ascrewr11,8,1,Remove pill-off of deflector & fix outside,5.44
L2WA,wall,Preparation,ascrewr11,8,2,Remove pill-off film & cut deflector to fit on ballast side,9.36
L2WA,wall,Preparation,ascrewr11,12,1,Remove pill-off of deflector & fix outside,8.16
L2WA,wall,Preparation,ascrewr11,12,2,Remove pill-off film & cut deflector to fit on ballast side,14.04
LT,pendant,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
LT,pendant,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
LT,pendant,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
LTA,pendant,Preparation,ascrewr11,4,1,Remove pill-off of deflector & fix outside,2.72
LTA,pendant,Preparation,ascrewr11,4,2,Remove pill-off film & cut deflector to fit on ballast side,4.68
LTA,pendant,Preparation,ascrewr11,8,1,Remove pill-off of deflector & fix outside,5.44
LTA,pendant,Preparation,ascrewr11,8,2,Remove pill-off film & cut deflector to fit on ballast side,9.36
LTA,pendant,Preparation,ascrewr11,12,1,Remove pill-off of deflector & fix outside,8.16
LTA,pendant,Preparation,ascrewr11,12,2,Remove pill-off film & cut deflector to fit on ballast side,14.04
LTW,wall,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
LTW,wall,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
LTW,wall,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
LTWA,wall,Preparation,ascrewr11,4,1,Remove pill-off of deflector & fix outside,2.72
LTWA,wall,Preparation,ascrewr11,4,2,Remove pill-off film & cut deflector to fit on ballast side,4.68
LTWA,wall,Preparation,ascrewr11,8,1,Remove pill-off of deflector & fix outside,5.44
LTWA,wall,Preparation,ascrewr11,8,2,Remove pill-off film & cut deflector to fit on ballast side,9.36
LTWA,wall,Preparation,ascrewr11,12,1,Remove pill-off of deflector & fix outside,8.16
LTWA,wall,Preparation,ascrewr11,12,2,Remove pill-off film & cut deflector to fit on ballast side,14.04
MB,pendant,Preparation,ascrewr8,4,1,Fix lens separator on double cover (2 screws),0
MB,pendant,Preparation,ascrewr8,8,1,Fix lens separator on double cover (2 screws),0.53
MB,pendant,Preparation,ascrewr8,12,1,Fix lens separator on double cover (2 screws),1.06
MBS,surface,Preparation,ascrewr8,4,1,Fix lens separator on double cover (2 screws),0
MBS,surface,Preparation,ascrewr8,8,1,Fix lens separator on double cover (2 screws),0.53
MBS,surface,Preparation,ascrewr8,12,1,Fix lens separator on double cover (2 screws),1.06
MBW,wall,Preparation,ascrewr8,4,1,Fix lens separator on double cover (2 screws),0
MBW,wall,Preparation,ascrewr8,8,1,Fix lens separator on double cover (2 screws),0.53
MBW,wall,Preparation,ascrewr8,12,1,Fix lens separator on double cover (2 screws),1.06
MBWV,wall,Preparation,ascrewr8,4,1,Fix lens separator on double cover (2 screws),0
MBWV,wall,Preparation,ascrewr8,8,1,Fix lens separator on double cover (2 screws),0.53
MBWV,wall,Preparation,ascrewr8,12,1,Fix lens separator on double cover (2 screws),1.06
SL,pendant,Preparation,ascrewr12,4,1,Unpack ballast cover,0.3
SL,pendant,Preparation,ascrewr12,8,1,Unpack ballast cover,0.6
SL,pendant,Preparation,ascrewr12,12,1,Unpack ballast cover,0.9
SL2HLED,pendant,Preparation,ascrewr12,4,1,Unpack ballast cover,0.3
SL2HLED,pendant,Preparation,ascrewr12,8,1,Unpack ballast cover,0.6
SL2HLED,pendant,Preparation,ascrewr12,12,1,Unpack ballast cover,0.9
SL2LLED,pendant,Preparation,ascrewr12,4,1,Unpack ballast cover,0.3
SL2LLED,pendant,Preparation,ascrewr12,8,1,Unpack ballast cover,0.6
SL2LLED,pendant,Preparation,ascrewr12,12,1,Unpack ballast cover,0.9
SLLED,pendant,Preparation,ascrewr12,4,1,Unpack ballast cover,0.3
SLLED,pendant,Preparation,ascrewr12,8,1,Unpack ballast cover,0.6
SLLED,pendant,Preparation,ascrewr12,12,1,Unpack ballast cover,0.9
SLW,wall,Preparation,ascrewr12,4,1,Unpack ballast cover,0.3
SLW,wall,Preparation,ascrewr12,8,1,Unpack ballast cover,0.6
SLW,wall,Preparation,ascrewr12,12,1,Unpack ballast cover,0.9
SLWLED,wall,Preparation,ascrewr12,4,1,Unpack ballast cover,0.3
SLWLED,wall,Preparation,ascrewr12,8,1,Unpack ballast cover,0.6
SLWLED,wall,Preparation,ascrewr12,12,1,Unpack ballast cover,0.9
SOL,pendant,Preparation,ascrewr13,4,1,unpack ballast cover,0.3
SOL,pendant,Preparation,ascrewr13,8,1,unpack ballast cover,0.6
SOL,pendant,Preparation,ascrewr13,12,1,unpack ballast cover,0.9
SOLS,surface,Preparation,ascrewr13,4,1,unpack ballast cover,0.3
SOLS,surface,Preparation,ascrewr13,8,1,unpack ballast cover,0.6
SOLS,surface,Preparation,ascrewr13,12,1,unpack ballast cover,0.9
SOLW,wall,Preparation,ascrewr13,4,1,unpack ballast cover,0.3
SOLW,wall,Preparation,ascrewr13,8,1,unpack ballast cover,0.6
SOLW,wall,Preparation,ascrewr13,12,1,unpack ballast cover,0.9
SU,pendant,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
SU,pendant,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
SU,pendant,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
SUA,pendant,Preparation,ascrewr11,4,1,Remove pill-off of deflector & fix outside,2.72
SUA,pendant,Preparation,ascrewr11,4,2,Remove pill-off film & cut deflector to fit on ballast side,4.68
SUA,pendant,Preparation,ascrewr11,8,1,Remove pill-off of deflector & fix outside,5.44
SUA,pendant,Preparation,ascrewr11,8,2,Remove pill-off film & cut deflector to fit on ballast side,9.36
SUA,pendant,Preparation,ascrewr11,12,1,Remove pill-off of deflector & fix outside,8.16
SUA,pendant,Preparation,ascrewr11,12,2,Remove pill-off film & cut deflector to fit on ballast side,14.04
SUS,surface,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
SUS,surface,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
SUS,surface,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
SUW,wall,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
SUW,wall,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
SUW,wall,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
SUWA,wall,Preparation,ascrewr11,4,1,Remove pill-off of deflector & fix outside,2.72
SUWA,wall,Preparation,ascrewr11,4,2,Remove pill-off film & cut deflector to fit on ballast side,4.68
SUWA,wall,Preparation,ascrewr11,8,1,Remove pill-off of deflector & fix outside,5.44
SUWA,wall,Preparation,ascrewr11,8,2,Remove pill-off film & cut deflector to fit on ballast side,9.36
SUWA,wall,Preparation,ascrewr11,12,1,Remove pill-off of deflector & fix outside,8.16
SUWA,wall,Preparation,ascrewr11,12,2,Remove pill-off film & cut deflector to fit on ballast side,14.04
TWC,pendant,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
TWC,pendant,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
TWC,pendant,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
TWCW,wall,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
TWCW,wall,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
TWCW,wall,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
TWO,pendant,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
TWO,pendant,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
TWO,pendant,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
TWOW,wall,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
TWOW,wall,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
TWOW,wall,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
TWR,pendant,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
TWR,pendant,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
TWR,pendant,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
TWRLED,pendant,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
TWRLED,pendant,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
TWRLED,pendant,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
TWRW,wall,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
TWRW,wall,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
TWRW,wall,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
TWRWLED,wall,Preparation,ascrewr10,4,1,Unwrap ballast cover,0.38
TWRWLED,wall,Preparation,ascrewr10,8,1,Unwrap ballast cover,0.76
TWRWLED,wall,Preparation,ascrewr10,12,1,Unwrap ballast cover,1.14
DIALED,Grid LED,Assembly,ascrew6,11,1,Place & fix 2 deflectors,0.45
DIALED,Grid LED,Assembly,ascrew6,12,1,Place & fix 2 deflectors,0.45
DIALED,Grid LED,Assembly,ascrew6,14,1,Place & fix 2 deflectors,0.45
